CelebrityName,Season,Week,RuleType,JudgeScore,JudgeScore_Normalization,Possible_Audience_Vote_Range,Predicted_Audience_Percent,Predicted_Audience_Rank,Loss_Total,Loss_Constraint,Loss_Smooth,Loss_Corr,Loss_Reg,Status
Amber Rose,23,5,Percent,24.0,10.4%,0.0%-100.0%,9.808436393737793,5.0,0.003553164005279541,0.0,0.0,2.4020671844482422e-05,0.005881905555725098,Safe
James Hinchcliffe,23,5,Percent,29.0,12.6%,0.0%-100.0%,14.015944480895996,1.0,0.003553164005279541,0.0,0.0,2.4020671844482422e-05,0.005881905555725098,Safe
Jana Kramer,23,5,Percent,26.0,11.3%,0.0%-100.0%,11.497101783752441,3.0,0.003553164005279541,0.0,0.0,2.4020671844482422e-05,0.005881905555725098,Safe
Terra Jole,23,5,Percent,27.0,11.7%,0.0%-100.0%,12.311092376708984,2.0,0.003553164005279541,0.0,0.0,2.4020671844482422e-05,0.005881905555725098,Safe
Maureen McCormick,23,6,Percent,31.0,10.2%,0.0%-100.0%,9.192163467407227,5.0,0.019991484284400937,0.0,0.0,0.004395842552185059,0.025992736220359802,Safe
Marilu Henner,23,6,Percent,34.0,11.1%,0.0%-100.0%,10.998290061950684,4.0,0.019991484284400937,0.0,0.0,0.004395842552185059,0.025992736220359802,Safe
Ryan Lochte,23,6,Percent,30.0,9.8%,0.0%-100.0%,8.107354164123535,6.0,0.019991484284400937,0.0,0.0,0.004395842552185059,0.025992736220359802,Safe
Calvin Johnson Jr.,23,6,Percent,37.0,12.1%,0.0%-100.0%,13.767741203308105,3.0,0.019991484284400937,0.0,0.0,0.004395842552185059,0.025992736220359802,Safe
Laurie Hernandez,23,6,Percent,37.0,12.1%,0.0%-100.0%,13.767741203308105,3.0,0.019991484284400937,0.0,0.0,0.004395842552185059,0.025992736220359802,Safe
Amber Rose,23,6,Percent,28.0,9.2%,0.0%-13.0%,7.00704288482666,7.0,0.019991484284400937,0.0,0.0,0.004395842552185059,0.025992736220359802,Eliminated (Place 9)
James Hinchcliffe,23,6,Percent,38.0,12.5%,0.0%-100.0%,13.909564971923828,2.0,0.019991484284400937,0.0,0.0,0.004395842552185059,0.025992736220359802,Safe
Jana Kramer,23,6,Percent,40.0,13.1%,0.0%-100.0%,15.14275074005127,1.0,0.019991484284400937,0.0,0.0,0.004395842552185059,0.025992736220359802,Safe
Terra Jole,23,6,Percent,30.0,9.8%,0.0%-100.0%,8.107354164123535,6.0,0.019991484284400937,0.0,0.0,0.004395842552185059,0.025992736220359802,Safe
Maureen McCormick,23,7,Percent,33.0,12.0%,0.0%-13.0%,10.938018798828125,4.0,0.006060531485127285,2.1634908989653923e-05,0.0,0.0002738833427429199,0.006759759038686752,Eliminated (Place 8)
Marilu Henner,23,7,Percent,32.0,11.6%,0.4%-100.0%,10.070367813110352,5.0,0.006060531485127285,2.1634908989653923e-05,0.0,0.0002738833427429199,0.006759759038686752,Safe
Ryan Lochte,23,7,Percent,33.0,12.0%,0.0%-99.6%,11.030927658081055,3.0,0.006060531485127285,2.1634908989653923e-05,0.0,0.0002738833427429199,0.006759759038686752,Safe
Calvin Johnson Jr.,23,7,Percent,37.0,13.4%,0.0%-99.6%,15.109880447387695,1.0,0.006060531485127285,2.1634908989653923e-05,0.0,0.0002738833427429199,0.006759759038686752,Safe
Laurie Hernandez,23,7,Percent,34.5,12.5%,0.0%-99.6%,12.580307006835938,2.0,0.006060531485127285,2.1634908989653923e-05,0.0,0.0002738833427429199,0.006759759038686752,Safe
James Hinchcliffe,23,7,Percent,37.0,13.4%,0.0%-99.6%,15.109880447387695,1.0,0.006060531485127285,2.1634908989653923e-05,0.0,0.0002738833427429199,0.006759759038686752,Safe
Jana Kramer,23,7,Percent,34.5,12.5%,0.0%-99.6%,12.580307006835938,2.0,0.006060531485127285,2.1634908989653923e-05,0.0,0.0002738833427429199,0.006759759038686752,Safe
Terra Jole,23,7,Percent,34.5,12.5%,0.0%-99.6%,12.580307006835938,2.0,0.006060531485127285,2.1634908989653923e-05,0.0,0.0002738833427429199,0.006759759038686752,Safe
Marilu Henner,23,8,Percent,23.0,11.4%,1.5%-99.0%,13.944014549255371,6.0,0.16977746149059386,8.185326441889629e-05,0.0,0.16313022375106812,0.00016496097669005394,Safe
Ryan Lochte,23,8,Percent,26.0,12.9%,0.0%-15.6%,14.272408485412598,3.0,0.16977746149059386,8.185326441889629e-05,0.0,0.16313022375106812,0.00016496097669005394,Eliminated (Place 7)
Calvin Johnson Jr.,23,8,Percent,30.0,14.9%,0.0%-97.5%,14.133485794067383,4.0,0.16977746149059386,8.185326441889629e-05,0.0,0.16313022375106812,0.00016496097669005394,Safe
Laurie Hernandez,23,8,Percent,33.0,16.4%,0.0%-97.5%,14.827972412109375,1.0,0.16977746149059386,8.185326441889629e-05,0.0,0.16313022375106812,0.00016496097669005394,Safe
James Hinchcliffe,23,8,Percent,34.9998,17.4%,0.0%-97.5%,14.684290885925293,2.0,0.16977746149059386,8.185326441889629e-05,0.0,0.16313022375106812,0.00016496097669005394,Safe
Jana Kramer,23,8,Percent,30.0,14.9%,0.0%-97.5%,14.133485794067383,4.0,0.16977746149059386,8.185326441889629e-05,0.0,0.16313022375106812,0.00016496097669005394,Safe
Terra Jole,23,8,Percent,24.0,11.9%,1.0%-98.5%,14.004341125488281,5.0,0.16977746149059386,8.185326441889629e-05,0.0,0.16313022375106812,0.00016496097669005394,Safe
Marilu Henner,23,9,Percent,36.0,15.9%,0.0%-17.5%,15.37474250793457,4.0,0.0009697295725345611,0.0,0.0,5.960464477539063e-08,0.001616116613149643,Eliminated (Place 6)
Calvin Johnson Jr.,23,9,Percent,37.0,16.3%,0.0%-100.0%,16.079071044921875,3.0,0.0009697295725345611,0.0,0.0,5.960464477539063e-08,0.001616116613149643,Safe
Laurie Hernandez,23,9,Percent,40.0,17.6%,0.0%-100.0%,18.193056106567383,1.0,0.0009697295725345611,0.0,0.0,5.960464477539063e-08,0.001616116613149643,Safe
James Hinchcliffe,23,9,Percent,36.0,15.9%,0.0%-100.0%,15.37474536895752,4.0,0.0009697295725345611,0.0,0.0,5.960464477539063e-08,0.001616116613149643,Safe
Jana Kramer,23,9,Percent,40.0,17.6%,0.0%-100.0%,18.193056106567383,1.0,0.0009697295725345611,0.0,0.0,5.960464477539063e-08,0.001616116613149643,Safe
Terra Jole,23,9,Percent,38.0,16.7%,0.0%-100.0%,16.785324096679688,2.0,0.0009697295725345611,0.0,0.0,5.960464477539063e-08,0.001616116613149643,Safe
Calvin Johnson Jr.,23,10,Percent,28.0,19.1%,1.4%-99.0%,18.464447021484375,5.0,0.03610071204602718,0.00044197202078066766,0.0,0.0003814101219177246,0.0006025671027600765,Safe
Laurie Hernandez,23,10,Percent,30.0,20.5%,0.0%-97.6%,20.83208656311035,1.0,0.03610071204602718,0.00044197202078066766,0.0,0.0003814101219177246,0.0006025671027600765,Safe
James Hinchcliffe,23,10,Percent,29.5,20.1%,0.3%-98.0%,20.274354934692383,3.0,0.03610071204602718,0.00044197202078066766,0.0,0.0003814101219177246,0.0006025671027600765,Safe
Jana Kramer,23,10,Percent,29.0,19.8%,0.7%-98.3%,19.64146614074707,4.0,0.03610071204602718,0.00044197202078066766,0.0,0.0003814101219177246,0.0006025671027600765,Safe
Terra Jole,23,10,Percent,30.0,20.5%,0.0%-19.5%,20.787643432617188,2.0,0.03610071204602718,0.00044197202078066766,0.0,0.0003814101219177246,0.0006025671027600765,Eliminated (Place 5)
Calvin Johnson Jr.,23,11,Percent,38.3331,25.2%,0.0%-50.3%,25.04502296447754,3.0,0.01472936997515717,2.7544544423108164e-07,0.0,0.013508319854736328,0.0019983574748039246,Eliminated (Place 3)
Laurie Hernandez,23,11,Percent,39.333200000000005,25.8%,24.2%-100.0%,26.513132095336914,2.0,0.01472936997515717,2.7544544423108164e-07,0.0,0.013508319854736328,0.0019983574748039246,Safe
James Hinchcliffe,23,11,Percent,38.9998,25.6%,0.0%-50.1%,26.823135375976562,1.0,0.01472936997515717,2.7544544423108164e-07,0.0,0.013508319854736328,0.0019983574748039246,Eliminated (Place 2)
Jana Kramer,23,11,Percent,35.5,23.3%,0.0%-51.3%,21.61870574951172,4.0,0.01472936997515717,2.7544544423108164e-07,0.0,0.013508319854736328,0.0019983574748039246,Eliminated (Place 4)
Charo,24,1,Percent,21.0,7.0%,0.0%-100.0%,6.105161666870117,7.0,0.018067473173141477,0.0,0.0,0.0006781220436096191,0.0289822518825531,Safe
Mr. T,24,1,Percent,20.0,6.6%,0.0%-100.0%,5.663979530334473,8.0,0.018067473173141477,0.0,0.0,0.0006781220436096191,0.0289822518825531,Safe
Heather Morris,24,1,Percent,28.0,9.3%,0.0%-100.0%,9.760986328125,3.0,0.018067473173141477,0.0,0.0,0.0006781220436096191,0.0289822518825531,Safe
Nancy Kerrigan,24,1,Percent,28.0,9.3%,0.0%-100.0%,9.760986328125,3.0,0.018067473173141477,0.0,0.0,0.0006781220436096191,0.0289822518825531,Safe
Bonner Bolton,24,1,Percent,22.0,7.3%,0.0%-100.0%,6.740368366241455,6.0,0.018067473173141477,0.0,0.0,0.0006781220436096191,0.0289822518825531,Safe
Simone Biles,24,1,Percent,32.0,10.6%,0.0%-100.0%,11.68635082244873,1.0,0.018067473173141477,0.0,0.0,0.0006781220436096191,0.0289822518825531,Safe
David Ross,24,1,Percent,28.0,9.3%,0.0%-100.0%,9.760986328125,3.0,0.018067473173141477,0.0,0.0,0.0006781220436096191,0.0289822518825531,Safe
Rashad Jennings,24,1,Percent,31.0,10.3%,0.0%-100.0%,11.180680274963379,2.0,0.018067473173141477,0.0,0.0,0.0006781220436096191,0.0289822518825531,Safe
Chris Kattan,24,1,Percent,17.0,5.6%,0.0%-100.0%,4.270849704742432,9.0,0.018067473173141477,0.0,0.0,0.0006781220436096191,0.0289822518825531,Safe
Erika Jayne,24,1,Percent,24.0,7.9%,0.0%-100.0%,7.889135837554932,5.0,0.018067473173141477,0.0,0.0,0.0006781220436096191,0.0289822518825531,Safe
Normani,24,1,Percent,27.0,8.9%,0.0%-100.0%,9.291385650634766,4.0,0.018067473173141477,0.0,0.0,0.0006781220436096191,0.0289822518825531,Safe
Nick Viall,24,1,Percent,24.0,7.9%,0.0%-100.0%,7.889135837554932,5.0,0.018067473173141477,0.0,0.0,0.0006781220436096191,0.0289822518825531,Safe
Charo,24,2,Percent,25.0,7.6%,0.0%-100.0%,6.973907947540283,6.0,0.015581388399004935,0.0,0.0,0.0005193352699279785,0.02510342188179493,Safe
Mr. T,24,2,Percent,22.0,6.7%,0.0%-100.0%,4.8424248695373535,7.0,0.015581388399004935,0.0,0.0,0.0005193352699279785,0.02510342188179493,Safe
Heather Morris,24,2,Percent,30.0,9.1%,0.0%-100.0%,10.014703750610352,2.0,0.015581388399004935,0.0,0.0,0.0005193352699279785,0.02510342188179493,Safe
Nancy Kerrigan,24,2,Percent,28.0,8.5%,0.0%-100.0%,8.76048469543457,4.0,0.015581388399004935,0.0,0.0,0.0005193352699279785,0.02510342188179493,Safe
Bonner Bolton,24,2,Percent,28.0,8.5%,0.0%-100.0%,8.76048469543457,4.0,0.015581388399004935,0.0,0.0,0.0005193352699279785,0.02510342188179493,Safe
Simone Biles,24,2,Percent,29.0,8.8%,0.0%-100.0%,9.374567985534668,3.0,0.015581388399004935,0.0,0.0,0.0005193352699279785,0.02510342188179493,Safe
David Ross,24,2,Percent,27.0,8.2%,0.0%-100.0%,8.13509750366211,5.0,0.015581388399004935,0.0,0.0,0.0005193352699279785,0.02510342188179493,Safe
Rashad Jennings,24,2,Percent,32.0,9.8%,0.0%-100.0%,11.280757904052734,1.0,0.015581388399004935,0.0,0.0,0.0005193352699279785,0.02510342188179493,Safe
Chris Kattan,24,2,Percent,22.0,6.7%,0.0%-10.0%,4.8424248695373535,7.0,0.015581388399004935,0.0,0.0,0.0005193352699279785,0.02510342188179493,Eliminated (Place 12)
Erika Jayne,24,2,Percent,28.0,8.5%,0.0%-100.0%,8.76048469543457,4.0,0.015581388399004935,0.0,0.0,0.0005193352699279785,0.02510342188179493,Safe
Normani,24,2,Percent,32.0,9.8%,0.0%-100.0%,11.280757904052734,1.0,0.015581388399004935,0.0,0.0,0.0005193352699279785,0.02510342188179493,Safe
Nick Viall,24,2,Percent,25.0,7.6%,0.0%-100.0%,6.973907947540283,6.0,0.015581388399004935,0.0,0.0,0.0005193352699279785,0.02510342188179493,Safe
Charo,24,3,Percent,24.0,7.6%,0.0%-10.6%,8.700352668762207,7.0,0.00029525287682190536,0.0,0.0,2.205371856689453e-06,0.0004884125082753599,Eliminated (Place 11)
Mr. T,24,3,Percent,24.0,7.6%,0.0%-100.0%,8.700352668762207,7.0,0.00029525287682190536,0.0,0.0,2.205371856689453e-06,0.0004884125082753599,Safe
Heather Morris,24,3,Percent,33.0,10.5%,0.0%-100.0%,9.458233833312988,2.0,0.00029525287682190536,0.0,0.0,2.205371856689453e-06,0.0004884125082753599,Safe
Nancy Kerrigan,24,3,Percent,33.0,10.5%,0.0%-100.0%,9.458233833312988,2.0,0.00029525287682190536,0.0,0.0,2.205371856689453e-06,0.0004884125082753599,Safe
Bonner Bolton,24,3,Percent,24.0,7.6%,0.0%-100.0%,8.700352668762207,7.0,0.00029525287682190536,0.0,0.0,2.205371856689453e-06,0.0004884125082753599,Safe
Simone Biles,24,3,Percent,32.0,10.2%,0.0%-100.0%,9.37370491027832,3.0,0.00029525287682190536,0.0,0.0,2.205371856689453e-06,0.0004884125082753599,Safe
David Ross,24,3,Percent,31.0,9.8%,0.0%-100.0%,9.291306495666504,4.0,0.00029525287682190536,0.0,0.0,2.205371856689453e-06,0.0004884125082753599,Safe
Rashad Jennings,24,3,Percent,28.0,8.9%,0.0%-100.0%,9.038580894470215,5.0,0.00029525287682190536,0.0,0.0,2.205371856689453e-06,0.0004884125082753599,Safe
Erika Jayne,24,3,Percent,26.0,8.3%,0.0%-100.0%,8.868026733398438,6.0,0.00029525287682190536,0.0,0.0,2.205371856689453e-06,0.0004884125082753599,Safe
Normani,24,3,Percent,34.0,10.8%,0.0%-100.0%,9.542830467224121,1.0,0.00029525287682190536,0.0,0.0,2.205371856689453e-06,0.0004884125082753599,Safe
Nick Viall,24,3,Percent,26.0,8.3%,0.0%-100.0%,8.868026733398438,6.0,0.00029525287682190536,0.0,0.0,2.205371856689453e-06,0.0004884125082753599,Safe
Mr. T,24,4,Percent,28.0,8.6%,0.0%-11.4%,7.839149475097656,8.0,0.0046399859711527824,0.0,0.0,8.219480514526367e-05,0.007596318610012531,Eliminated (Place 10)
Heather Morris,24,4,Percent,35.0,10.7%,0.0%-100.0%,11.110457420349121,3.0,0.0046399859711527824,0.0,0.0,8.219480514526367e-05,0.007596318610012531,Safe
Nancy Kerrigan,24,4,Percent,33.0,10.1%,0.0%-100.0%,10.166338920593262,4.0,0.0046399859711527824,0.0,0.0,8.219480514526367e-05,0.007596318610012531,Safe
Bonner Bolton,24,4,Percent,32.0,9.8%,0.0%-100.0%,9.724693298339844,5.0,0.0046399859711527824,0.0,0.0,8.219480514526367e-05,0.007596318610012531,Safe
Simone Biles,24,4,Percent,36.0,11.0%,0.0%-100.0%,11.571280479431152,2.0,0.0046399859711527824,0.0,0.0,8.219480514526367e-05,0.007596318610012531,Safe
David Ross,24,4,Percent,31.0,9.5%,0.0%-100.0%,9.305203437805176,6.0,0.0046399859711527824,0.0,0.0,8.219480514526367e-05,0.007596318610012531,Safe
Rashad Jennings,24,4,Percent,39.0,12.0%,0.0%-100.0%,12.967302322387695,1.0,0.0046399859711527824,0.0,0.0,8.219480514526367e-05,0.007596318610012531,Safe
Erika Jayne,24,4,Percent,30.0,9.2%,0.0%-100.0%,8.795438766479492,7.0,0.0046399859711527824,0.0,0.0,8.219480514526367e-05,0.007596318610012531,Safe
Normani,24,4,Percent,32.0,9.8%,0.0%-100.0%,9.724693298339844,5.0,0.0046399859711527824,0.0,0.0,8.219480514526367e-05,0.007596318610012531,Safe
Nick Viall,24,4,Percent,30.0,9.2%,0.0%-100.0%,8.795438766479492,7.0,0.0046399859711527824,0.0,0.0,8.219480514526367e-05,0.007596318610012531,Safe
Heather Morris,24,5,Percent,34.0,11.2%,0.0%-98.4%,11.264602661132812,4.0,0.01613830791320652,9.87257735687308e-05,0.0,0.0015793442726135254,0.011101502925157547,Safe
Nancy Kerrigan,24,5,Percent,36.0,11.8%,0.0%-98.4%,12.45907211303711,3.0,0.01613830791320652,9.87257735687308e-05,0.0,0.0015793442726135254,0.011101502925157547,Safe
Bonner Bolton,24,5,Percent,30.0,9.9%,0.7%-99.0%,8.915071487426758,7.0,0.01613830791320652,9.87257735687308e-05,0.0,0.0015793442726135254,0.011101502925157547,Safe
Simone Biles,24,5,Percent,38.0,12.5%,0.0%-98.4%,13.673818588256836,2.0,0.01613830791320652,9.87257735687308e-05,0.0,0.0015793442726135254,0.011101502925157547,Safe
David Ross,24,5,Percent,29.0,9.5%,1.0%-99.3%,8.362895011901855,8.0,0.01613830791320652,9.87257735687308e-05,0.0,0.0015793442726135254,0.011101502925157547,Safe
Rashad Jennings,24,5,Percent,32.0,10.5%,0.0%-98.4%,10.021998405456543,5.0,0.01613830791320652,9.87257735687308e-05,0.0,0.0015793442726135254,0.011101502925157547,Safe
Erika Jayne,24,5,Percent,32.0,10.5%,0.0%-11.7%,9.754380226135254,6.0,0.01613830791320652,9.87257735687308e-05,0.0,0.0015793442726135254,0.011101502925157547,Eliminated (Place 9)
Normani,24,5,Percent,39.0,12.8%,0.0%-98.4%,14.283561706542969,1.0,0.01613830791320652,9.87257735687308e-05,0.0,0.0015793442726135254,0.011101502925157547,Safe
Nick Viall,24,5,Percent,34.0,11.2%,0.0%-98.4%,11.264602661132812,4.0,0.01613830791320652,9.87257735687308e-05,0.0,0.0015793442726135254,0.011101502925157547,Safe
Heather Morris,24,6,Percent,37.0,13.8%,0.0%-11.2%,14.35300064086914,2.0,0.17319807969033718,0.0018622942734509706,0.0,0.019919097423553467,0.007159067317843437,Eliminated (Place 8)
Nancy Kerrigan,24,6,Percent,33.5,12.5%,1.3%-91.3%,12.628780364990234,5.0,0.17319807969033718,0.0018622942734509706,0.0,0.019919097423553467,0.007159067317843437,Safe
Bonner Bolton,24,6,Percent,31.5,11.7%,2.0%-92.0%,11.06773853302002,6.0,0.17319807969033718,0.0018622942734509706,0.0,0.019919097423553467,0.007159067317843437,Safe
Simone Biles,24,6,Percent,34.5,12.8%,0.9%-90.9%,13.402441024780273,4.0,0.17319807969033718,0.0018622942734509706,0.0,0.019919097423553467,0.007159067317843437,Safe
David Ross,24,6,Percent,31.0,11.5%,2.2%-92.2%,10.375431060791016,7.0,0.17319807969033718,0.0018622942734509706,0.0,0.019919097423553467,0.007159067317843437,Safe
Rashad Jennings,24,6,Percent,35.0,13.0%,0.7%-90.7%,13.86900520324707,3.0,0.17319807969033718,0.0018622942734509706,0.0,0.019919097423553467,0.007159067317843437,Safe
Normani,24,6,Percent,36.0,13.4%,0.4%-90.3%,14.547676086425781,1.0,0.17319807969033718,0.0018622942734509706,0.0,0.019919097423553467,0.007159067317843437,Safe
Nick Viall,24,6,Percent,30.5,11.3%,2.4%-92.4%,9.755928993225098,8.0,0.17319807969033718,0.0018622942734509706,0.0,0.019919097423553467,0.007159067317843437,Safe
Nancy Kerrigan,24,7,Percent,36.0,14.2%,0.0%-16.9%,7.9748921394348145,3.0,0.16114837927743791,0.00028243203996680677,0.0,0.058339834213256836,0.1336899697780609,Eliminated (Place 7)
Bonner Bolton,24,7,Percent,31.0,12.3%,2.0%-98.4%,5.9326019287109375,6.0,0.16114837927743791,0.00028243203996680677,0.0,0.058339834213256836,0.1336899697780609,Safe
Simone Biles,24,7,Percent,39.0,15.4%,0.0%-96.4%,22.15375518798828,2.0,0.16114837927743791,0.00028243203996680677,0.0,0.058339834213256836,0.1336899697780609,Safe
David Ross,24,7,Percent,32.0,12.6%,1.6%-98.0%,6.522121429443359,4.0,0.16114837927743791,0.00028243203996680677,0.0,0.058339834213256836,0.1336899697780609,Safe
Rashad Jennings,24,7,Percent,39.0,15.4%,0.0%-96.4%,22.15375518798828,2.0,0.16114837927743791,0.00028243203996680677,0.0,0.058339834213256836,0.1336899697780609,Safe
Normani,24,7,Percent,42.0,16.6%,0.0%-96.4%,28.926956176757812,1.0,0.16114837927743791,0.00028243203996680677,0.0,0.058339834213256836,0.1336899697780609,Safe
Nick Viall,24,7,Percent,34.0,13.4%,0.0%-17.5%,6.335908889770508,5.0,0.16114837927743791,0.00028243203996680677,0.0,0.058339834213256836,0.1336899697780609,Eliminated (Place 6)
Bonner Bolton,24,8,Percent,29.0,16.6%,0.0%-23.4%,11.032377243041992,5.0,0.016624068841338158,0.0,0.0,0.0003701448440551758,0.02708987332880497,Eliminated (Place 5)
Simone Biles,24,8,Percent,36.0,20.6%,0.0%-100.0%,21.39591407775879,3.0,0.016624068841338158,0.0,0.0,0.0003701448440551758,0.02708987332880497,Safe
David Ross,24,8,Percent,32.5,18.6%,0.0%-100.0%,16.55698013305664,4.0,0.016624068841338158,0.0,0.0,0.0003701448440551758,0.02708987332880497,Safe
Rashad Jennings,24,8,Percent,37.5,21.5%,0.0%-100.0%,24.023635864257812,2.0,0.016624068841338158,0.0,0.0,0.0003701448440551758,0.02708987332880497,Safe
Normani,24,8,Percent,39.5,22.6%,0.0%-100.0%,26.991090774536133,1.0,0.016624068841338158,0.0,0.0,0.0003701448440551758,0.02708987332880497,Safe
Simone Biles,24,9,Percent,40.0,26.4%,0.0%-23.6%,26.607789993286133,2.0,0.32103653298690915,0.0030892190989106894,0.0,0.07191497087478638,0.003306723665446043,Eliminated (Place 4)
David Ross,24,9,Percent,35.0,23.1%,3.3%-97.7%,20.53440284729004,4.0,0.32103653298690915,0.0030892190989106894,0.0,0.07191497087478638,0.003306723665446043,Safe
Rashad Jennings,24,9,Percent,38.5,25.4%,1.0%-95.4%,27.054744720458984,1.0,0.32103653298690915,0.0030892190989106894,0.0,0.07191497087478638,0.003306723665446043,Safe
Normani,24,9,Percent,38.0,25.1%,1.3%-95.7%,25.80306625366211,3.0,0.32103653298690915,0.0030892190989106894,0.0,0.07191497087478638,0.003306723665446043,Safe
David Ross,24,10,Percent,36.3333,31.5%,0.0%-51.4%,29.936429977416992,3.0,0.0008060378953814506,0.0,0.0,0.0,0.0013433964923024178,Eliminated (Place 2)
Rashad Jennings,24,10,Percent,39.6666,34.4%,32.3%-100.0%,35.29971694946289,1.0,0.0008060378953814506,0.0,0.0,0.0,0.0013433964923024178,Safe
Normani,24,10,Percent,39.333200000000005,34.1%,0.0%-50.1%,34.76385498046875,2.0,0.0008060378953814506,0.0,0.0,0.0,0.0013433964923024178,Eliminated (Place 3)
Sasha Pieterse,25,1,Percent,18.0,7.5%,0.0%-100.0%,7.497178077697754,5.0,0.0067923832684755325,0.0,0.0,7.75456428527832e-05,0.011191396042704582,Safe
Frankie Muniz,25,1,Percent,19.0,7.9%,0.0%-100.0%,8.027780532836914,4.0,0.0067923832684755325,0.0,0.0,7.75456428527832e-05,0.011191396042704582,Safe
Jordan Fisher,25,1,Percent,22.0,9.2%,0.0%-100.0%,9.60793685913086,1.0,0.0067923832684755325,0.0,0.0,7.75456428527832e-05,0.011191396042704582,Safe
Derek Fisher,25,1,Percent,18.0,7.5%,0.0%-100.0%,7.497178077697754,5.0,0.0067923832684755325,0.0,0.0,7.75456428527832e-05,0.011191396042704582,Safe
Nikki Bella,25,1,Percent,20.0,8.4%,0.0%-100.0%,8.552865028381348,3.0,0.0067923832684755325,0.0,0.0,7.75456428527832e-05,0.011191396042704582,Safe
Terrell Owens,25,1,Percent,15.0,6.3%,0.0%-100.0%,5.903458118438721,8.0,0.0067923832684755325,0.0,0.0,7.75456428527832e-05,0.011191396042704582,Safe
Victoria Arlen,25,1,Percent,19.0,7.9%,0.0%-100.0%,8.027780532836914,4.0,0.0067923832684755325,0.0,0.0,7.75456428527832e-05,0.011191396042704582,Safe
Barbara Corcoran,25,1,Percent,14.0,5.9%,0.0%-100.0%,5.387446880340576,9.0,0.0067923832684755325,0.0,0.0,7.75456428527832e-05,0.011191396042704582,Safe
Lindsey Stirling,25,1,Percent,22.0,9.2%,0.0%-100.0%,9.60793685913086,1.0,0.0067923832684755325,0.0,0.0,7.75456428527832e-05,0.011191396042704582,Safe
Debbie Gibson,25,1,Percent,17.0,7.1%,0.0%-100.0%,6.926766872406006,6.0,0.0067923832684755325,0.0,0.0,7.75456428527832e-05,0.011191396042704582,Safe
Nick Lachey,25,1,Percent,18.0,7.5%,0.0%-100.0%,7.497178077697754,5.0,0.0067923832684755325,0.0,0.0,7.75456428527832e-05,0.011191396042704582,Safe
Drew Scott,25,1,Percent,16.0,6.7%,0.0%-100.0%,6.389978408813477,7.0,0.0067923832684755325,0.0,0.0,7.75456428527832e-05,0.011191396042704582,Safe
Vanessa Lachey,25,1,Percent,21.0,8.8%,0.0%-100.0%,9.076519012451172,2.0,0.0067923832684755325,0.0,0.0,7.75456428527832e-05,0.011191396042704582,Safe
Sasha Pieterse,25,2,Percent,22.5,8.2%,0.0%-98.2%,7.92595911026001,3.0,0.0011190901277586818,8.105293090920895e-06,0.0,2.2649765014648438e-06,0.0007806695066392422,Safe
Frankie Muniz,25,2,Percent,24.0,8.8%,0.0%-98.2%,8.166015625,1.0,0.0011190901277586818,8.105293090920895e-06,0.0,2.2649765014648438e-06,0.0007806695066392422,Safe
Jordan Fisher,25,2,Percent,24.0,8.8%,0.0%-98.2%,8.166015625,1.0,0.0011190901277586818,8.105293090920895e-06,0.0,2.2649765014648438e-06,0.0007806695066392422,Safe
Derek Fisher,25,2,Percent,19.0,6.9%,0.5%-98.7%,7.366538047790527,8.0,0.0011190901277586818,8.105293090920895e-06,0.0,2.2649765014648438e-06,0.0007806695066392422,Safe
Nikki Bella,25,2,Percent,19.5,7.1%,0.4%-98.5%,7.447441101074219,7.0,0.0011190901277586818,8.105293090920895e-06,0.0,2.2649765014648438e-06,0.0007806695066392422,Safe
Terrell Owens,25,2,Percent,19.5,7.1%,0.4%-98.5%,7.447441101074219,7.0,0.0011190901277586818,8.105293090920895e-06,0.0,2.2649765014648438e-06,0.0007806695066392422,Safe
Victoria Arlen,25,2,Percent,22.0,8.0%,0.0%-98.2%,7.846065044403076,4.0,0.0011190901277586818,8.105293090920895e-06,0.0,2.2649765014648438e-06,0.0007806695066392422,Safe
Barbara Corcoran,25,2,Percent,17.0,6.2%,0.0%-9.8%,7.0460662841796875,9.0,0.0011190901277586818,8.105293090920895e-06,0.0,2.2649765014648438e-06,0.0007806695066392422,Eliminated (Place 13)
Lindsey Stirling,25,2,Percent,22.5,8.2%,0.0%-98.2%,7.92595911026001,3.0,0.0011190901277586818,8.105293090920895e-06,0.0,2.2649765014648438e-06,0.0007806695066392422,Safe
Debbie Gibson,25,2,Percent,20.5,7.5%,0.0%-8.7%,7.6044769287109375,6.0,0.0011190901277586818,8.105293090920895e-06,0.0,2.2649765014648438e-06,0.0007806695066392422,Eliminated (Place 12)
Nick Lachey,25,2,Percent,19.0,6.9%,0.5%-98.7%,7.366538047790527,8.0,0.0011190901277586818,8.105293090920895e-06,0.0,2.2649765014648438e-06,0.0007806695066392422,Safe
Drew Scott,25,2,Percent,20.5,7.5%,0.0%-98.2%,7.606439113616943,5.0,0.0011190901277586818,8.105293090920895e-06,0.0,2.2649765014648438e-06,0.0007806695066392422,Safe
Vanessa Lachey,25,2,Percent,23.5,8.6%,0.0%-98.2%,8.085043907165527,2.0,0.0011190901277586818,8.105293090920895e-06,0.0,2.2649765014648438e-06,0.0007806695066392422,Safe
