CelebrityName,Season,Week,RuleType,JudgeScore,JudgeScore_Normalization,Possible_Audience_Vote_Range,Predicted_Audience_Percent,Predicted_Audience_Rank,Loss_Total,Loss_Constraint,Loss_Smooth,Loss_Corr,Loss_Reg,Loss_Diversity,Status,Config_alpha_constraint,Config_beta_smooth,Config_gamma_corr,Config_delta_reg,Config_epsilon_diversity,Config_steps,Config_lr,Config_temperature,Config_rank_tau,Config_reg_type,Config_normal_sigma_factor,Config_longtail_alpha,Config_longtail_shift,Config_constraint_margin,Config_diversity_sigma
AJ McLean,29,2,Rank,19.0,4,1-15,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Nelly,29,2,Rank,18.0,5,1-15,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Kaitlyn Bristowe,29,2,Rank,22.0,1,1-15,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Carole Baskin,29,2,Rank,16.0,6,1-15,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Monica Aldama,29,2,Rank,16.0,6,1-15,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Jeannie Mai,29,2,Rank,18.0,5,1-15,,,,,,,,,Withdrew,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Anne Heche,29,3,Rank,15.0,8,1-14,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Jesse Metcalfe,29,3,Rank,20.0,5,1-14,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Chrishell Stause,29,3,Rank,22.0,3,1-14,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Skai Jackson,29,3,Rank,18.0,7,1-14,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Justina Machado,29,3,Rank,19.0,6,1-14,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Veron Davis,29,3,Rank,22.0,3,1-14,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Johnny Weir,29,3,Rank,24.0,1,1-14,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Nev Schulman,29,3,Rank,24.0,1,1-14,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
AJ McLean,29,3,Rank,21.0,4,1-14,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Nelly,29,3,Rank,18.0,7,1-14,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Kaitlyn Bristowe,29,3,Rank,23.0,2,1-14,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Carole Baskin,29,3,Rank,12.0,9,1-14,,,,,,,,,Eliminated (Place 14),80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Monica Aldama,29,3,Rank,21.0,4,1-14,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Jeannie Mai,29,3,Rank,22.0,3,1-14,,,,,,,,,Withdrew,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Anne Heche,29,4,Rank,21.0,5,3-13,,,,,,,,,Eliminated (Place 13),80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Jesse Metcalfe,29,4,Rank,21.0,5,1-12,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Chrishell Stause,29,4,Rank,22.0,4,1-13,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Skai Jackson,29,4,Rank,28.0,1,1-13,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Justina Machado,29,4,Rank,24.0,3,1-13,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Veron Davis,29,4,Rank,22.0,4,1-13,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Johnny Weir,29,4,Rank,24.0,3,1-13,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Nev Schulman,29,4,Rank,24.0,3,1-13,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
AJ McLean,29,4,Rank,24.0,3,1-13,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Nelly,29,4,Rank,21.0,5,1-12,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Kaitlyn Bristowe,29,4,Rank,25.0,2,1-13,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Monica Aldama,29,4,Rank,24.0,3,1-13,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Jeannie Mai,29,4,Rank,21.0,5,1-13,,,,,,,,,Withdrew,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Jesse Metcalfe,29,5,Rank,19.0,6,2-12,,,,,,,,,Eliminated (Place 12),80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Chrishell Stause,29,5,Rank,19.0,6,1-11,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Skai Jackson,29,5,Rank,24.0,4,1-12,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Justina Machado,29,5,Rank,24.0,4,1-12,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Veron Davis,29,5,Rank,21.0,5,1-12,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Johnny Weir,29,5,Rank,29.0,1,1-12,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Nev Schulman,29,5,Rank,26.0,3,1-12,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
AJ McLean,29,5,Rank,24.0,4,1-12,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Nelly,29,5,Rank,24.0,4,1-12,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Kaitlyn Bristowe,29,5,Rank,27.0,2,1-12,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Monica Aldama,29,5,Rank,26.0,3,1-12,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Jeannie Mai,29,5,Rank,24.0,4,1-12,,,,,,,,,Withdrew,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Chrishell Stause,29,6,Rank,24.0,4,1-11,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Skai Jackson,29,6,Rank,18.0,7,1-10,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Justina Machado,29,6,Rank,27.0,1,1-11,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Veron Davis,29,6,Rank,21.0,6,2-11,,,,,,,,,Eliminated (Place 11),80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Johnny Weir,29,6,Rank,22.0,5,1-11,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Nev Schulman,29,6,Rank,26.0,2,1-11,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
AJ McLean,29,6,Rank,27.0,1,1-11,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Nelly,29,6,Rank,24.0,4,1-11,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Kaitlyn Bristowe,29,6,Rank,27.0,1,1-11,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Monica Aldama,29,6,Rank,27.0,1,1-11,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Jeannie Mai,29,6,Rank,25.0,3,1-11,,,,,,,,,Withdrew,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Chrishell Stause,29,7,Rank,26.0,3,1-10,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Skai Jackson,29,7,Rank,27.0,2,1-10,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Justina Machado,29,7,Rank,26.0,3,1-10,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Johnny Weir,29,7,Rank,27.0,2,1-10,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Nev Schulman,29,7,Rank,30.0,1,1-10,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
AJ McLean,29,7,Rank,26.0,3,1-10,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Nelly,29,7,Rank,27.0,2,1-10,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Kaitlyn Bristowe,29,7,Rank,24.0,5,1-10,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Monica Aldama,29,7,Rank,22.0,6,1-10,,,,,,,,,Eliminated (Place 10),80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Jeannie Mai,29,7,Rank,25.0,4,1-10,,,,,,,,,Withdrew,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Chrishell Stause,29,8,Rank,27.0,4,4-8,,,,,,,,,Eliminated (Place 8),80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Skai Jackson,29,8,Rank,26.9998,5,1-6,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Justina Machado,29,8,Rank,28.9998,2,1-8,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Johnny Weir,29,8,Rank,30.0,1,1-8,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Nev Schulman,29,8,Rank,30.0,1,1-8,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
AJ McLean,29,8,Rank,27.0,4,1-7,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Nelly,29,8,Rank,24.0,6,1-5,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Kaitlyn Bristowe,29,8,Rank,28.0,3,1-8,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Skai Jackson,29,9,Rank,28.9998,2,1-7,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Justina Machado,29,9,Rank,25.9998,3,1-7,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Johnny Weir,29,9,Rank,30.0,1,1-7,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Nev Schulman,29,9,Rank,28.9998,2,1-7,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
AJ McLean,29,9,Rank,24.9998,4,2-7,,,,,,,,,Eliminated (Place 7),80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Nelly,29,9,Rank,24.0,5,1-6,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Kaitlyn Bristowe,29,9,Rank,30.0,1,1-7,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Skai Jackson,29,10,Rank,28.5,3,3-6,,,,,,,,,Eliminated (Place 5),80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Justina Machado,29,10,Rank,29.0,2,1-5,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Johnny Weir,29,10,Rank,28.5,3,3-6,,,,,,,,,Eliminated (Place 6),80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Nev Schulman,29,10,Rank,30.0,1,1-6,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Nelly,29,10,Rank,28.0,4,1-3,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Kaitlyn Bristowe,29,10,Rank,30.0,1,1-6,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Justina Machado,29,11,Rank,30.0,1,2-4,,,,,,,,,Eliminated (Place 4),80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Nev Schulman,29,11,Rank,30.0,1,2-4,,,,,,,,,Eliminated (Place 2),80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Nelly,29,11,Rank,28.5,2,1-4,,,,,,,,,Eliminated (Place 3),80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Kaitlyn Bristowe,29,11,Rank,30.0,1,1-2,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Martin Kove,30,1,Rank,13.0,9,1-15,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Brian Austin Green,30,1,Rank,24.0,6,1-15,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Melora Hardin,30,1,Rank,26.0,4,1-15,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Matt James,30,1,Rank,24.0,6,1-15,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
"Mike ""The Miz"" Mizanin",30,1,Rank,24.0,6,1-15,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Suni Lee,30,1,Rank,28.0,2,1-15,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Iman Shumpert,30,1,Rank,21.0,8,1-15,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Cody Rigsby,30,1,Rank,24.0,6,1-15,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Melanie C,30,1,Rank,27.0,3,1-15,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Jimmie Allen,30,1,Rank,22.0,7,1-15,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Olivia Jade,30,1,Rank,25.0,5,1-15,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
JoJo Siwa,30,1,Rank,29.0,1,1-15,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Christine Chiu,30,1,Rank,25.0,5,1-15,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Kenya Moore,30,1,Rank,26.0,4,1-15,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Amanda Kloots,30,1,Rank,28.0,2,1-15,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Martin Kove,30,2,Rank,15.0,11,1-15,,,,,,,,,Eliminated (Place 15),80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Brian Austin Green,30,2,Rank,23.0,9,1-15,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Melora Hardin,30,2,Rank,27.0,5,1-15,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Matt James,30,2,Rank,22.0,10,1-15,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
"Mike ""The Miz"" Mizanin",30,2,Rank,26.0,6,1-15,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Suni Lee,30,2,Rank,28.0,4,1-15,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Iman Shumpert,30,2,Rank,25.0,7,1-15,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Cody Rigsby,30,2,Rank,24.0,8,1-15,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Melanie C,30,2,Rank,30.0,3,1-15,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Jimmie Allen,30,2,Rank,27.0,5,1-15,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Olivia Jade,30,2,Rank,27.0,5,1-15,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
JoJo Siwa,30,2,Rank,31.0,2,1-15,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Christine Chiu,30,2,Rank,24.0,8,1-15,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Kenya Moore,30,2,Rank,24.0,8,1-15,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Amanda Kloots,30,2,Rank,32.0,1,1-15,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Brian Austin Green,30,3,Rank,19.0,6,1-9,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Melora Hardin,30,3,Rank,23.0,2,1-14,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Matt James,30,3,Rank,20.0,5,1-11,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
"Mike ""The Miz"" Mizanin",30,3,Rank,22.0,3,1-14,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Suni Lee,30,3,Rank,21.0,4,1-13,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Iman Shumpert,30,3,Rank,19.0,6,1-9,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Cody Rigsby,30,3,Rank,18.0,7,1-7,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Melanie C,30,3,Rank,22.0,3,1-14,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Jimmie Allen,30,3,Rank,20.0,5,1-11,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Olivia Jade,30,3,Rank,24.0,1,1-14,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
JoJo Siwa,30,3,Rank,24.0,1,1-14,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Christine Chiu,30,3,Rank,21.0,4,8-14,,,,,,,,,Eliminated (Place 14),80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Kenya Moore,30,3,Rank,21.0,4,1-13,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Amanda Kloots,30,3,Rank,24.0,1,1-14,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Brian Austin Green,30,4,Rank,26.0,10,1-13,,,,,,,,,Eliminated (Place 13),80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Melora Hardin,30,4,Rank,36.5,1,1-13,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Matt James,30,4,Rank,28.5,9,1-13,,,,,,,,,Eliminated (Place 12),80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
"Mike ""The Miz"" Mizanin",30,4,Rank,32.5,5,1-13,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Suni Lee,30,4,Rank,34.0,3,1-13,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Iman Shumpert,30,4,Rank,31.5,6,1-13,,,,,,,,,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
