CelebrityName,Season,Week,RuleType,JudgeScore,JudgeScore_Normalization,Possible_Audience_Vote_Range,Predicted_Audience_Percent,Predicted_Audience_Rank,Loss_Total,Loss_Constraint,Loss_Smooth,Loss_Corr,Loss_Reg,Status
Nyle DiMarco,22,3,Percent,25.0,10.5%,0.0%-100.0%,12.72461223602295,1.0,0.013937403261661529,0.0,0.0,0.0017864108085632324,0.020251654088497162,Safe
Ginger Zee,22,3,Percent,21.0,8.9%,0.0%-100.0%,8.492883682250977,5.0,0.013937403261661529,0.0,0.0,0.0017864108085632324,0.020251654088497162,Safe
Wanya Morris,22,3,Percent,24.0,10.1%,0.0%-100.0%,11.662056922912598,2.0,0.013937403261661529,0.0,0.0,0.0017864108085632324,0.020251654088497162,Safe
Marla Maples,22,3,Percent,21.0,8.9%,0.0%-100.0%,8.492883682250977,5.0,0.013937403261661529,0.0,0.0,0.0017864108085632324,0.020251654088497162,Safe
Kim Fields,22,4,Percent,32.0,10.0%,0.0%-98.4%,10.02077579498291,4.0,0.005326755670830607,4.707709013018757e-05,0.0,9.953975677490234e-05,0.002435081172734499,Safe
Jodie Sweetin,22,4,Percent,27.0,8.5%,0.3%-98.7%,9.028665542602539,6.0,0.005326755670830607,4.707709013018757e-05,0.0,9.953975677490234e-05,0.002435081172734499,Safe
Doug Flutie,22,4,Percent,24.0,7.5%,1.3%-99.7%,8.44566535949707,7.0,0.005326755670830607,4.707709013018757e-05,0.0,9.953975677490234e-05,0.002435081172734499,Safe
Von Miller,22,4,Percent,32.0,10.0%,0.0%-98.4%,10.02077579498291,4.0,0.005326755670830607,4.707709013018757e-05,0.0,9.953975677490234e-05,0.002435081172734499,Safe
Antonio Brown,22,4,Percent,35.0,11.0%,0.0%-98.4%,10.618316650390625,2.0,0.005326755670830607,4.707709013018757e-05,0.0,9.953975677490234e-05,0.002435081172734499,Safe
Paige VanZant,22,4,Percent,36.0,11.3%,0.0%-98.4%,10.816690444946289,1.0,0.005326755670830607,4.707709013018757e-05,0.0,9.953975677490234e-05,0.002435081172734499,Safe
Nyle DiMarco,22,4,Percent,34.0,10.7%,0.0%-98.4%,10.420385360717773,3.0,0.005326755670830607,4.707709013018757e-05,0.0,9.953975677490234e-05,0.002435081172734499,Safe
Ginger Zee,22,4,Percent,36.0,11.3%,0.0%-98.4%,10.816690444946289,1.0,0.005326755670830607,4.707709013018757e-05,0.0,9.953975677490234e-05,0.002435081172734499,Safe
Wanya Morris,22,4,Percent,35.0,11.0%,0.0%-98.4%,10.618316650390625,2.0,0.005326755670830607,4.707709013018757e-05,0.0,9.953975677490234e-05,0.002435081172734499,Safe
Marla Maples,22,4,Percent,28.0,8.8%,0.0%-11.2%,9.19372844696045,5.0,0.005326755670830607,4.707709013018757e-05,0.0,9.953975677490234e-05,0.002435081172734499,Eliminated (Place 10)
Kim Fields,22,5,Percent,28.0,10.1%,0.0%-100.0%,9.40937328338623,7.0,0.007714638672769069,0.0,0.0,0.00016939640045166016,0.012575403787195683,Safe
Jodie Sweetin,22,5,Percent,35.0,12.7%,0.0%-100.0%,13.834399223327637,2.0,0.007714638672769069,0.0,0.0,0.00016939640045166016,0.012575403787195683,Safe
Doug Flutie,22,5,Percent,28.0,10.1%,0.0%-100.0%,9.40937328338623,7.0,0.007714638672769069,0.0,0.0,0.00016939640045166016,0.012575403787195683,Safe
Von Miller,22,5,Percent,29.0,10.5%,0.0%-100.0%,10.040600776672363,6.0,0.007714638672769069,0.0,0.0,0.00016939640045166016,0.012575403787195683,Safe
Antonio Brown,22,5,Percent,26.0,9.4%,0.0%-100.0%,8.185150146484375,8.0,0.007714638672769069,0.0,0.0,0.00016939640045166016,0.012575403787195683,Safe
Paige VanZant,22,5,Percent,31.0,11.2%,0.0%-100.0%,11.319562911987305,4.0,0.007714638672769069,0.0,0.0,0.00016939640045166016,0.012575403787195683,Safe
Nyle DiMarco,22,5,Percent,37.0,13.4%,0.0%-100.0%,15.069852828979492,1.0,0.007714638672769069,0.0,0.0,0.00016939640045166016,0.012575403787195683,Safe
Ginger Zee,22,5,Percent,32.0,11.6%,0.0%-100.0%,11.935425758361816,3.0,0.007714638672769069,0.0,0.0,0.00016939640045166016,0.012575403787195683,Safe
Wanya Morris,22,5,Percent,30.0,10.9%,0.0%-100.0%,10.796266555786133,5.0,0.007714638672769069,0.0,0.0,0.00016939640045166016,0.012575403787195683,Safe
Kim Fields,22,6,Percent,24.0,10.6%,0.0%-100.0%,10.581588745117188,5.0,0.001785799115896225,0.0,0.0,3.3974647521972656e-06,0.0029706694185733795,Safe
Jodie Sweetin,22,6,Percent,25.0,11.0%,0.0%-100.0%,11.018059730529785,4.0,0.001785799115896225,0.0,0.0,3.3974647521972656e-06,0.0029706694185733795,Safe
Doug Flutie,22,6,Percent,21.0,9.3%,0.0%-13.0%,9.273686408996582,6.0,0.001785799115896225,0.0,0.0,3.3974647521972656e-06,0.0029706694185733795,Eliminated (Place 9)
Von Miller,22,6,Percent,24.0,10.6%,0.0%-100.0%,10.581588745117188,5.0,0.001785799115896225,0.0,0.0,3.3974647521972656e-06,0.0029706694185733795,Safe
Antonio Brown,22,6,Percent,27.0,11.9%,0.0%-100.0%,11.882207870483398,3.0,0.001785799115896225,0.0,0.0,3.3974647521972656e-06,0.0029706694185733795,Safe
Paige VanZant,22,6,Percent,28.0,12.3%,0.0%-100.0%,12.314410209655762,2.0,0.001785799115896225,0.0,0.0,3.3974647521972656e-06,0.0029706694185733795,Safe
Nyle DiMarco,22,6,Percent,25.0,11.0%,0.0%-100.0%,11.018059730529785,4.0,0.001785799115896225,0.0,0.0,3.3974647521972656e-06,0.0029706694185733795,Safe
Ginger Zee,22,6,Percent,24.0,10.6%,0.0%-100.0%,10.581588745117188,5.0,0.001785799115896225,0.0,0.0,3.3974647521972656e-06,0.0029706694185733795,Safe
Wanya Morris,22,6,Percent,29.0,12.8%,0.0%-100.0%,12.748811721801758,1.0,0.001785799115896225,0.0,0.0,3.3974647521972656e-06,0.0029706694185733795,Safe
Kim Fields,22,7,Percent,26.0,12.1%,0.0%-14.7%,10.371724128723145,4.0,0.01095702183083631,2.931042581622023e-05,0.0,0.0004948973655700684,0.01352881733328104,Eliminated (Place 8)
Jodie Sweetin,22,7,Percent,25.5,11.9%,0.2%-100.0%,9.2792387008667,5.0,0.01095702183083631,2.931042581622023e-05,0.0,0.0004948973655700684,0.01352881733328104,Safe
Von Miller,22,7,Percent,26.0,12.1%,0.0%-14.7%,10.371724128723145,4.0,0.01095702183083631,2.931042581622023e-05,0.0,0.0004948973655700684,0.01352881733328104,Eliminated (Place 7)
Antonio Brown,22,7,Percent,26.0,12.1%,0.0%-99.8%,10.510746002197266,3.0,0.01095702183083631,2.931042581622023e-05,0.0,0.0004948973655700684,0.01352881733328104,Safe
Paige VanZant,22,7,Percent,27.5,12.9%,0.0%-99.8%,14.522663116455078,2.0,0.01095702183083631,2.931042581622023e-05,0.0,0.0004948973655700684,0.01352881733328104,Safe
Nyle DiMarco,22,7,Percent,28.0,13.1%,0.0%-99.8%,15.898576736450195,1.0,0.01095702183083631,2.931042581622023e-05,0.0,0.0004948973655700684,0.01352881733328104,Safe
Ginger Zee,22,7,Percent,27.5,12.9%,0.0%-99.8%,14.522663116455078,2.0,0.01095702183083631,2.931042581622023e-05,0.0,0.0004948973655700684,0.01352881733328104,Safe
Wanya Morris,22,7,Percent,27.5,12.9%,0.0%-99.8%,14.522663116455078,2.0,0.01095702183083631,2.931042581622023e-05,0.0,0.0004948973655700684,0.01352881733328104,Safe
Jodie Sweetin,22,8,Percent,30.0,17.8%,0.0%-15.6%,17.236862182617188,2.0,0.06328051295131445,0.000697024748660624,0.0,0.007159709930419922,0.0005980385467410088,Eliminated (Place 6)
Antonio Brown,22,8,Percent,27.0,16.0%,1.8%-95.3%,16.159439086914062,5.0,0.06328051295131445,0.000697024748660624,0.0,0.007159709930419922,0.0005980385467410088,Safe
Paige VanZant,22,8,Percent,28.0,16.6%,1.2%-94.7%,16.656145095825195,4.0,0.06328051295131445,0.000697024748660624,0.0,0.007159709930419922,0.0005980385467410088,Safe
Nyle DiMarco,22,8,Percent,29.0,17.2%,0.6%-94.1%,17.08297348022461,3.0,0.06328051295131445,0.000697024748660624,0.0,0.007159709930419922,0.0005980385467410088,Safe
Ginger Zee,22,8,Percent,30.0,17.8%,0.0%-93.5%,17.469749450683594,1.0,0.06328051295131445,0.000697024748660624,0.0,0.007159709930419922,0.0005980385467410088,Safe
Wanya Morris,22,8,Percent,25.0,14.8%,3.0%-96.4%,15.394828796386719,6.0,0.06328051295131445,0.000697024748660624,0.0,0.007159709930419922,0.0005980385467410088,Safe
Antonio Brown,22,9,Percent,27.5,19.2%,0.0%-25.6%,14.382044792175293,5.0,0.2462131530046463,0.002734533743932843,0.0,0.018893301486968994,0.014261920005083084,Eliminated (Place 5)
Paige VanZant,22,9,Percent,29.5,20.6%,0.3%-97.6%,24.619112014770508,2.0,0.2462131530046463,0.002734533743932843,0.0,0.018893301486968994,0.014261920005083084,Safe
Nyle DiMarco,22,9,Percent,28.5,19.9%,1.0%-98.3%,17.80501365661621,3.0,0.2462131530046463,0.002734533743932843,0.0,0.018893301486968994,0.014261920005083084,Safe
Ginger Zee,22,9,Percent,28.0,19.5%,1.4%-98.6%,17.66693687438965,4.0,0.2462131530046463,0.002734533743932843,0.0,0.018893301486968994,0.014261920005083084,Safe
Wanya Morris,22,9,Percent,30.0,20.9%,0.0%-24.3%,25.52688980102539,1.0,0.2462131530046463,0.002734533743932843,0.0,0.018893301486968994,0.014261920005083084,Eliminated (Place 4)
Paige VanZant,22,10,Percent,29.666600000000003,34.1%,0.0%-49.6%,41.22360610961914,1.0,0.14369818274863064,0.00021342853142414242,0.0,0.10930126905441284,0.028871051967144012,Eliminated (Place 2)
Nyle DiMarco,22,10,Percent,28.9998,33.3%,33.3%-100.0%,39.92399597167969,2.0,0.14369818274863064,0.00021342853142414242,0.0,0.10930126905441284,0.028871051967144012,Safe
Ginger Zee,22,10,Percent,28.333199999999998,32.6%,0.0%-50.4%,18.852397918701172,3.0,0.14369818274863064,0.00021342853142414242,0.0,0.10930126905441284,0.028871051967144012,Eliminated (Place 3)
Jake T. Austin,23,1,Percent,22.0,6.7%,0.0%-100.0%,7.334714412689209,6.0,0.00043668439611792563,0.0,0.0,7.927417755126953e-06,0.0007145949639379978,Safe
Maureen McCormick,23,1,Percent,22.0,6.7%,0.0%-100.0%,7.334714412689209,6.0,0.00043668439611792563,0.0,0.0,7.927417755126953e-06,0.0007145949639379978,Safe
Marilu Henner,23,1,Percent,27.0,8.2%,0.0%-100.0%,7.862938404083252,2.0,0.00043668439611792563,0.0,0.0,7.927417755126953e-06,0.0007145949639379978,Safe
Ryan Lochte,23,1,Percent,24.0,7.3%,0.0%-100.0%,7.549324035644531,5.0,0.00043668439611792563,0.0,0.0,7.927417755126953e-06,0.0007145949639379978,Safe
Calvin Johnson Jr.,23,1,Percent,26.0,7.9%,0.0%-100.0%,7.756778717041016,3.0,0.00043668439611792563,0.0,0.0,7.927417755126953e-06,0.0007145949639379978,Safe
Laurie Hernandez,23,1,Percent,31.0,9.4%,0.0%-100.0%,8.28244686126709,1.0,0.00043668439611792563,0.0,0.0,7.927417755126953e-06,0.0007145949639379978,Safe
Amber Rose,23,1,Percent,24.0,7.3%,0.0%-100.0%,7.549324035644531,5.0,0.00043668439611792563,0.0,0.0,7.927417755126953e-06,0.0007145949639379978,Safe
Rick Perry,23,1,Percent,20.0,6.1%,0.0%-100.0%,7.125352382659912,7.0,0.00043668439611792563,0.0,0.0,7.927417755126953e-06,0.0007145949639379978,Safe
James Hinchcliffe,23,1,Percent,31.0,9.4%,0.0%-100.0%,8.282413482666016,1.0,0.00043668439611792563,0.0,0.0,7.927417755126953e-06,0.0007145949639379978,Safe
Babyface,23,1,Percent,26.0,7.9%,0.0%-100.0%,7.756778717041016,3.0,0.00043668439611792563,0.0,0.0,7.927417755126953e-06,0.0007145949639379978,Safe
Vanilla Ice,23,1,Percent,25.0,7.6%,0.0%-100.0%,7.651139259338379,4.0,0.00043668439611792563,0.0,0.0,7.927417755126953e-06,0.0007145949639379978,Safe
Jana Kramer,23,1,Percent,27.0,8.2%,0.0%-100.0%,7.862938404083252,2.0,0.00043668439611792563,0.0,0.0,7.927417755126953e-06,0.0007145949639379978,Safe
Terra Jole,23,1,Percent,25.0,7.6%,0.0%-100.0%,7.651139259338379,4.0,0.00043668439611792563,0.0,0.0,7.927417755126953e-06,0.0007145949639379978,Safe
Jake T. Austin,23,2,Percent,24.0,6.8%,0.0%-8.6%,6.863114356994629,10.0,0.0033021538343746214,9.698132998892106e-06,0.0,3.796815872192383e-05,0.004147225059568882,Eliminated (Place 13)
Maureen McCormick,23,2,Percent,26.0,7.4%,0.0%-99.4%,7.407626628875732,7.0,0.0033021538343746214,9.698132998892106e-06,0.0,3.796815872192383e-05,0.004147225059568882,Safe
Marilu Henner,23,2,Percent,27.0,7.7%,0.0%-99.4%,7.673466205596924,6.0,0.0033021538343746214,9.698132998892106e-06,0.0,3.796815872192383e-05,0.004147225059568882,Safe
Ryan Lochte,23,2,Percent,24.0,6.8%,0.0%-99.4%,6.871053695678711,9.0,0.0033021538343746214,9.698132998892106e-06,0.0,3.796815872192383e-05,0.004147225059568882,Safe
Calvin Johnson Jr.,23,2,Percent,28.0,8.0%,0.0%-99.4%,7.952707290649414,5.0,0.0033021538343746214,9.698132998892106e-06,0.0,3.796815872192383e-05,0.004147225059568882,Safe
Laurie Hernandez,23,2,Percent,32.0,9.1%,0.0%-99.4%,8.996707916259766,1.0,0.0033021538343746214,9.698132998892106e-06,0.0,3.796815872192383e-05,0.004147225059568882,Safe
Amber Rose,23,2,Percent,24.0,6.8%,0.0%-99.4%,6.871053695678711,9.0,0.0033021538343746214,9.698132998892106e-06,0.0,3.796815872192383e-05,0.004147225059568882,Safe
Rick Perry,23,2,Percent,22.0,6.2%,0.6%-100.0%,6.352511882781982,11.0,0.0033021538343746214,9.698132998892106e-06,0.0,3.796815872192383e-05,0.004147225059568882,Safe
James Hinchcliffe,23,2,Percent,29.0,8.2%,0.0%-99.4%,8.202032089233398,4.0,0.0033021538343746214,9.698132998892106e-06,0.0,3.796815872192383e-05,0.004147225059568882,Safe
Babyface,23,2,Percent,30.0,8.5%,0.0%-99.4%,8.474508285522461,3.0,0.0033021538343746214,9.698132998892106e-06,0.0,3.796815872192383e-05,0.004147225059568882,Safe
Vanilla Ice,23,2,Percent,26.0,7.4%,0.0%-99.4%,7.407508850097656,8.0,0.0033021538343746214,9.698132998892106e-06,0.0,3.796815872192383e-05,0.004147225059568882,Safe
Jana Kramer,23,2,Percent,29.0,8.2%,0.0%-99.4%,8.202032089233398,4.0,0.0033021538343746214,9.698132998892106e-06,0.0,3.796815872192383e-05,0.004147225059568882,Safe
Terra Jole,23,2,Percent,31.0,8.8%,0.0%-99.4%,8.725675582885742,2.0,0.0033021538343746214,9.698132998892106e-06,0.0,3.796815872192383e-05,0.004147225059568882,Safe
Maureen McCormick,23,3,Percent,28.0,8.6%,0.0%-100.0%,8.82896900177002,5.0,0.008079857379198073,0.0,0.0,0.00011783838272094727,0.013270031660795212,Safe
Marilu Henner,23,3,Percent,28.0,8.6%,0.0%-100.0%,8.82896900177002,5.0,0.008079857379198073,0.0,0.0,0.00011783838272094727,0.013270031660795212,Safe
Ryan Lochte,23,3,Percent,25.0,7.7%,0.0%-100.0%,7.2526702880859375,7.0,0.008079857379198073,0.0,0.0,0.00011783838272094727,0.013270031660795212,Safe
Calvin Johnson Jr.,23,3,Percent,32.0,9.8%,0.0%-100.0%,10.917299270629883,1.0,0.008079857379198073,0.0,0.0,0.00011783838272094727,0.013270031660795212,Safe
Laurie Hernandez,23,3,Percent,31.0,9.5%,0.0%-100.0%,10.351201057434082,2.0,0.008079857379198073,0.0,0.0,0.00011783838272094727,0.013270031660795212,Safe
Amber Rose,23,3,Percent,25.0,7.7%,0.0%-100.0%,7.2526702880859375,7.0,0.008079857379198073,0.0,0.0,0.00011783838272094727,0.013270031660795212,Safe
Rick Perry,23,3,Percent,23.0,7.1%,0.0%-9.6%,6.1486639976501465,8.0,0.008079857379198073,0.0,0.0,0.00011783838272094727,0.013270031660795212,Eliminated (Place 12)
James Hinchcliffe,23,3,Percent,29.0,8.9%,0.0%-100.0%,9.35655403137207,4.0,0.008079857379198073,0.0,0.0,0.00011783838272094727,0.013270031660795212,Safe
Babyface,23,3,Percent,25.0,7.7%,0.0%-100.0%,7.252712726593018,7.0,0.008079857379198073,0.0,0.0,0.00011783838272094727,0.013270031660795212,Safe
Vanilla Ice,23,3,Percent,23.0,7.1%,0.0%-100.0%,6.1486639976501465,8.0,0.008079857379198073,0.0,0.0,0.00011783838272094727,0.013270031660795212,Safe
Jana Kramer,23,3,Percent,26.0,8.0%,0.0%-100.0%,7.759873390197754,6.0,0.008079857379198073,0.0,0.0,0.00011783838272094727,0.013270031660795212,Safe
Terra Jole,23,3,Percent,30.0,9.2%,0.0%-100.0%,9.901756286621094,3.0,0.008079857379198073,0.0,0.0,0.00011783838272094727,0.013270031660795212,Safe
Maureen McCormick,23,4,Percent,24.0,9.2%,0.0%-98.9%,9.23281192779541,4.0,0.02381874353304738,4.633384833141463e-06,0.0,0.018446505069732666,0.008335946127772331,Safe
Marilu Henner,23,4,Percent,21.0,8.0%,0.8%-99.6%,8.062227249145508,8.0,0.02381874353304738,4.633384833141463e-06,0.0,0.018446505069732666,0.008335946127772331,Safe
Ryan Lochte,23,4,Percent,22.0,8.4%,0.4%-99.2%,8.028544425964355,9.0,0.02381874353304738,4.633384833141463e-06,0.0,0.018446505069732666,0.008335946127772331,Safe
Calvin Johnson Jr.,23,4,Percent,23.0,8.8%,0.0%-98.9%,8.875737190246582,5.0,0.02381874353304738,4.633384833141463e-06,0.0,0.018446505069732666,0.008335946127772331,Safe
Laurie Hernandez,23,4,Percent,30.0,11.5%,0.0%-98.9%,11.930694580078125,1.0,0.02381874353304738,4.633384833141463e-06,0.0,0.018446505069732666,0.008335946127772331,Safe
Amber Rose,23,4,Percent,24.0,9.2%,0.0%-98.9%,9.23281192779541,4.0,0.02381874353304738,4.633384833141463e-06,0.0,0.018446505069732666,0.008335946127772331,Safe
James Hinchcliffe,23,4,Percent,28.0,10.7%,0.0%-98.9%,11.03217601776123,2.0,0.02381874353304738,4.633384833141463e-06,0.0,0.018446505069732666,0.008335946127772331,Safe
Babyface,23,4,Percent,18.0,6.9%,0.0%-12.2%,6.930617809295654,10.0,0.02381874353304738,4.633384833141463e-06,0.0,0.018446505069732666,0.008335946127772331,Eliminated (Place 11)
Vanilla Ice,23,4,Percent,23.0,8.8%,0.0%-10.5%,8.092344284057617,7.0,0.02381874353304738,4.633384833141463e-06,0.0,0.018446505069732666,0.008335946127772331,Eliminated (Place 10)
Jana Kramer,23,4,Percent,23.0,8.8%,0.0%-98.9%,8.83561897277832,6.0,0.02381874353304738,4.633384833141463e-06,0.0,0.018446505069732666,0.008335946127772331,Safe
Terra Jole,23,4,Percent,25.0,9.6%,0.0%-98.9%,9.746410369873047,3.0,0.02381874353304738,4.633384833141463e-06,0.0,0.018446505069732666,0.008335946127772331,Safe
Maureen McCormick,23,5,Percent,24.0,10.4%,0.0%-100.0%,9.1965970993042,5.0,0.007559510692954063,0.0,0.0,3.0338764190673828e-05,0.012548619881272316,Safe
Marilu Henner,23,5,Percent,27.0,11.7%,0.0%-100.0%,12.883429527282715,2.0,0.007559510692954063,0.0,0.0,3.0338764190673828e-05,0.012548619881272316,Safe
Ryan Lochte,23,5,Percent,24.0,10.4%,0.0%-100.0%,9.1965970993042,5.0,0.007559510692954063,0.0,0.0,3.0338764190673828e-05,0.012548619881272316,Safe
Calvin Johnson Jr.,23,5,Percent,24.0,10.4%,0.0%-100.0%,9.1965970993042,5.0,0.007559510692954063,0.0,0.0,3.0338764190673828e-05,0.012548619881272316,Safe
Laurie Hernandez,23,5,Percent,25.0,10.9%,0.0%-100.0%,10.435654640197754,4.0,0.007559510692954063,0.0,0.0,3.0338764190673828e-05,0.012548619881272316,Safe
Amber Rose,23,5,Percent,24.0,10.4%,0.0%-100.0%,9.1965970993042,5.0,0.007559510692954063,0.0,0.0,3.0338764190673828e-05,0.012548619881272316,Safe
James Hinchcliffe,23,5,Percent,29.0,12.6%,0.0%-100.0%,15.387938499450684,1.0,0.007559510692954063,0.0,0.0,3.0338764190673828e-05,0.012548619881272316,Safe
Jana Kramer,23,5,Percent,26.0,11.3%,0.0%-100.0%,11.623157501220703,3.0,0.007559510692954063,0.0,0.0,3.0338764190673828e-05,0.012548619881272316,Safe
Terra Jole,23,5,Percent,27.0,11.7%,0.0%-100.0%,12.883429527282715,2.0,0.007559510692954063,0.0,0.0,3.0338764190673828e-05,0.012548619881272316,Safe
Maureen McCormick,23,6,Percent,31.0,10.2%,0.0%-100.0%,10.646403312683105,5.0,0.0007619880139827728,0.0,0.0,5.424022674560547e-06,0.0012609399855136871,Safe
Marilu Henner,23,6,Percent,34.0,11.1%,0.0%-100.0%,11.12706184387207,4.0,0.0007619880139827728,0.0,0.0,5.424022674560547e-06,0.0012609399855136871,Safe
Ryan Lochte,23,6,Percent,30.0,9.8%,0.0%-100.0%,10.484342575073242,6.0,0.0007619880139827728,0.0,0.0,5.424022674560547e-06,0.0012609399855136871,Safe
Calvin Johnson Jr.,23,6,Percent,37.0,12.1%,0.0%-100.0%,11.615453720092773,3.0,0.0007619880139827728,0.0,0.0,5.424022674560547e-06,0.0012609399855136871,Safe
Laurie Hernandez,23,6,Percent,37.0,12.1%,0.0%-100.0%,11.615453720092773,3.0,0.0007619880139827728,0.0,0.0,5.424022674560547e-06,0.0012609399855136871,Safe
Amber Rose,23,6,Percent,28.0,9.2%,0.0%-13.0%,10.16070556640625,7.0,0.0007619880139827728,0.0,0.0,5.424022674560547e-06,0.0012609399855136871,Eliminated (Place 9)
James Hinchcliffe,23,6,Percent,38.0,12.5%,0.0%-100.0%,11.76948356628418,2.0,0.0007619880139827728,0.0,0.0,5.424022674560547e-06,0.0012609399855136871,Safe
Jana Kramer,23,6,Percent,40.0,13.1%,0.0%-100.0%,12.096749305725098,1.0,0.0007619880139827728,0.0,0.0,5.424022674560547e-06,0.0012609399855136871,Safe
Terra Jole,23,6,Percent,30.0,9.8%,0.0%-100.0%,10.484342575073242,6.0,0.0007619880139827728,0.0,0.0,5.424022674560547e-06,0.0012609399855136871,Safe
Maureen McCormick,23,7,Percent,33.0,12.0%,0.0%-13.0%,11.410422325134277,4.0,0.0033674349717330186,1.476650322729256e-05,0.0,0.00011879205703735352,0.0034455377608537674,Eliminated (Place 8)
Marilu Henner,23,7,Percent,32.0,11.6%,0.4%-100.0%,10.756710052490234,5.0,0.0033674349717330186,1.476650322729256e-05,0.0,0.00011879205703735352,0.0034455377608537674,Safe
Ryan Lochte,23,7,Percent,33.0,12.0%,0.0%-99.6%,11.452288627624512,3.0,0.0033674349717330186,1.476650322729256e-05,0.0,0.00011879205703735352,0.0034455377608537674,Safe
Calvin Johnson Jr.,23,7,Percent,37.0,13.4%,0.0%-99.6%,14.363525390625,1.0,0.0033674349717330186,1.476650322729256e-05,0.0,0.00011879205703735352,0.0034455377608537674,Safe
Laurie Hernandez,23,7,Percent,34.5,12.5%,0.0%-99.6%,12.551175117492676,2.0,0.0033674349717330186,1.476650322729256e-05,0.0,0.00011879205703735352,0.0034455377608537674,Safe
James Hinchcliffe,23,7,Percent,37.0,13.4%,0.0%-99.6%,14.363525390625,1.0,0.0033674349717330186,1.476650322729256e-05,0.0,0.00011879205703735352,0.0034455377608537674,Safe
Jana Kramer,23,7,Percent,34.5,12.5%,0.0%-99.6%,12.551175117492676,2.0,0.0033674349717330186,1.476650322729256e-05,0.0,0.00011879205703735352,0.0034455377608537674,Safe
Terra Jole,23,7,Percent,34.5,12.5%,0.0%-99.6%,12.551175117492676,2.0,0.0033674349717330186,1.476650322729256e-05,0.0,0.00011879205703735352,0.0034455377608537674,Safe
Marilu Henner,23,8,Percent,23.0,11.4%,1.5%-99.0%,8.199875831604004,6.0,0.04929920628201216,0.00010257734538754448,0.0,0.01408475637435913,0.04501377046108246,Safe
Ryan Lochte,23,8,Percent,26.0,12.9%,0.0%-15.6%,9.02256965637207,5.0,0.04929920628201216,0.00010257734538754448,0.0,0.01408475637435913,0.04501377046108246,Eliminated (Place 7)
Calvin Johnson Jr.,23,8,Percent,30.0,14.9%,0.0%-97.5%,16.141254425048828,3.0,0.04929920628201216,0.00010257734538754448,0.0,0.01408475637435913,0.04501377046108246,Safe
Laurie Hernandez,23,8,Percent,33.0,16.4%,0.0%-97.5%,19.614999771118164,2.0,0.04929920628201216,0.00010257734538754448,0.0,0.01408475637435913,0.04501377046108246,Safe
James Hinchcliffe,23,8,Percent,34.9998,17.4%,0.0%-97.5%,21.753713607788086,1.0,0.04929920628201216,0.00010257734538754448,0.0,0.01408475637435913,0.04501377046108246,Safe
Jana Kramer,23,8,Percent,30.0,14.9%,0.0%-97.5%,16.141254425048828,3.0,0.04929920628201216,0.00010257734538754448,0.0,0.01408475637435913,0.04501377046108246,Safe
Terra Jole,23,8,Percent,24.0,11.9%,1.0%-98.5%,9.126338005065918,4.0,0.04929920628201216,0.00010257734538754448,0.0,0.01408475637435913,0.04501377046108246,Safe
Marilu Henner,23,9,Percent,36.0,15.9%,0.0%-17.5%,14.667399406433105,4.0,0.002336330898106098,0.0,0.0,6.973743438720703e-06,0.003882261924445629,Eliminated (Place 6)
Calvin Johnson Jr.,23,9,Percent,37.0,16.3%,0.0%-100.0%,15.742323875427246,3.0,0.002336330898106098,0.0,0.0,6.973743438720703e-06,0.003882261924445629,Safe
Laurie Hernandez,23,9,Percent,40.0,17.6%,0.0%-100.0%,19.039648056030273,1.0,0.002336330898106098,0.0,0.0,6.973743438720703e-06,0.003882261924445629,Safe
James Hinchcliffe,23,9,Percent,36.0,15.9%,0.0%-100.0%,14.667445182800293,4.0,0.002336330898106098,0.0,0.0,6.973743438720703e-06,0.003882261924445629,Safe
Jana Kramer,23,9,Percent,40.0,17.6%,0.0%-100.0%,19.039648056030273,1.0,0.002336330898106098,0.0,0.0,6.973743438720703e-06,0.003882261924445629,Safe
Terra Jole,23,9,Percent,38.0,16.7%,0.0%-100.0%,16.84354019165039,2.0,0.002336330898106098,0.0,0.0,6.973743438720703e-06,0.003882261924445629,Safe
Calvin Johnson Jr.,23,10,Percent,28.0,19.1%,1.4%-99.0%,16.18585968017578,5.0,0.14283963721245527,0.0017453263280913234,0.0,0.0008084774017333984,0.00400842260569334,Safe
Laurie Hernandez,23,10,Percent,30.0,20.5%,0.0%-97.6%,22.168088912963867,1.0,0.14283963721245527,0.0017453263280913234,0.0,0.0008084774017333984,0.00400842260569334,Safe
James Hinchcliffe,23,10,Percent,29.5,20.1%,0.3%-98.0%,20.64754867553711,3.0,0.14283963721245527,0.0017453263280913234,0.0,0.0008084774017333984,0.00400842260569334,Safe
Jana Kramer,23,10,Percent,29.0,19.8%,0.7%-98.3%,18.942768096923828,4.0,0.14283963721245527,0.0017453263280913234,0.0,0.0008084774017333984,0.00400842260569334,Safe
Terra Jole,23,10,Percent,30.0,20.5%,0.0%-19.5%,22.055734634399414,2.0,0.14283963721245527,0.0017453263280913234,0.0,0.0008084774017333984,0.00400842260569334,Eliminated (Place 5)
Calvin Johnson Jr.,23,11,Percent,38.3331,25.2%,0.0%-50.3%,25.149646759033203,3.0,0.0001650385558605194,0.0,0.0,0.0,0.00027506425976753235,Eliminated (Place 3)
Laurie Hernandez,23,11,Percent,39.333200000000005,25.8%,24.2%-100.0%,25.663904190063477,1.0,0.0001650385558605194,0.0,0.0,0.0,0.00027506425976753235,Safe
